chr,source,id,start,end,.,strand,..,annotation,seqLen,geneName
chr16,refGene,transcript,48816856,48818892,.,+,.,gene_id Retnlb; transcript_id NM_023881;  gene_name Retnlb;,2036,Retnlb
chr3,refGene,transcript,108085976,108088011,.,+,.,gene_id Gm12500; transcript_id NM_001358018;  gene_name Gm12500;,2035,Gm12500
chr5,refGene,transcript,25100975,25103007,.,+,.,gene_id 2900005J15Rik; transcript_id NR_027851;  gene_name 2900005J15Rik;,2032,2900005J15Rik
chrX,refGene,transcript,52742563,52744593,.,-,.,gene_id Kis2; transcript_id NR_003188;  gene_name Kis2;,2030,Kis2
chr15,refGene,transcript,76457438,76459468,.,+,.,gene_id Scx; transcript_id NM_198885;  gene_name Scx;,2030,Scx
chr4,refGene,transcript,43983504,43985533,.,+,.,gene_id Ccin; transcript_id NM_001002787;  gene_name Ccin;,2029,Ccin
chr11,refGene,transcript,69803595,69805624,.,-,.,gene_id Tmem102; transcript_id NM_001033433;  gene_name Tmem102;,2029,Tmem102
chr12,refGene,transcript,104471209,104473236,.,-,.,gene_id Gsc; transcript_id NM_010351;  gene_name Gsc;,2027,Gsc
chr17,refGene,transcript,47699969,47701996,.,-,.,gene_id Frs3os; transcript_id NR_045912;  gene_name Frs3os;,2027,Frs3os
chr6,refGene,transcript,52258853,52260880,.,-,.,gene_id Hoxa13; transcript_id NM_008264;  gene_name Hoxa13;,2027,Hoxa13
chr8,refGene,transcript,123042575,123044602,.,+,.,gene_id 2810013P06Rik; transcript_id NR_045268;  gene_name 2810013P06Rik;,2027,2810013P06Rik
chr13,refGene,transcript,58146949,58148975,.,+,.,gene_id 1700066J03Rik; transcript_id NR_126543;  gene_name 1700066J03Rik;,2026,1700066J03Rik
chr11,refGene,transcript,96203454,96205480,.,+,.,gene_id Gm11538; transcript_id NR_108029;  gene_name Gm11538;,2026,Gm11538
chr10,refGene,transcript,23785183,23787209,.,-,.,gene_id Rps12; transcript_id NM_011295;  gene_name Rps12;,2026,Rps12
chr2,refGene,transcript,119269201,119271226,.,-,.,gene_id Rhov; transcript_id NM_145530;  gene_name Rhov;,2025,Rhov
chr10,refGene,transcript,58230651,58232675,.,-,.,gene_id Dux; transcript_id NM_001081954;  gene_name Dux;,2024,Dux
chr7,refGene,transcript,30563340,30565364,.,+,.,gene_id U2af1l4; transcript_id NM_170760;  gene_name U2af1l4;,2024,U2af1l4
chr7,refGene,transcript,34011919,34013942,.,-,.,gene_id Scgb2b27; transcript_id NM_001100464;  gene_name Scgb2b27;,2023,Scgb2b27
chr17,refGene,transcript,80215914,80217936,.,+,.,gene_id Ttc39d; transcript_id NM_026351;  gene_name Ttc39d;,2022,Ttc39d
chr17,refGene,transcript,34026033,34028055,.,-,.,gene_id H2-Ke6; transcript_id NM_013543;  gene_name H2-Ke6;,2022,Ke6
chr4,refGene,transcript,153948455,153950476,.,-,.,gene_id BC039966; transcript_id NR_040670;  gene_name BC039966;,2021,BC039966
chr6,refGene,transcript,52189685,52191703,.,-,.,gene_id Hoxa4; transcript_id NM_008265;  gene_name Hoxa4;,2018,Hoxa4
chr10,refGene,transcript,81393064,81395079,.,+,.,gene_id Smim24; transcript_id NM_001099917;  gene_name Smim24;,2015,Smim24
chr9,refGene,transcript,45953986,45955998,.,+,.,gene_id A830035O19Rik; transcript_id NR_152206;  gene_name A830035O19Rik;,2012,A830035O19Rik
chr1,refGene,transcript,136258914,136260926,.,-,.,gene_id Gpr25; transcript_id NM_001101516;  gene_name Gpr25;,2012,Gpr25
chr17,refGene,transcript,86285167,86287178,.,-,.,gene_id 2010106C02Rik; transcript_id NR_045435;  gene_name 2010106C02Rik;,2011,2010106C02Rik
chr15,refGene,transcript,89322720,89324730,.,+,.,gene_id Adm2; transcript_id NM_182928;  gene_name Adm2;,2010,Adm2
chr7,refGene,transcript,28350689,28352698,.,+,.,gene_id Rps16; transcript_id NM_013647;  gene_name Rps16;,2009,Rps16
chrY,refGene,transcript,12381989,12383997,.,+,.,gene_id Gm20877; transcript_id NM_001199332;  gene_name Gm20877;,2008,Gm20877
chr1,refGene,transcript,65071525,65073532,.,-,.,gene_id Crygc; transcript_id NM_007775;  gene_name Crygc;,2007,Crygc
chr2,refGene,transcript,75976172,75978179,.,-,.,gene_id Ttc30a2; transcript_id NM_001081228;  gene_name Ttc30a2;,2007,Ttc30a2
chrX,refGene,transcript,135718667,135720673,.,-,.,gene_id Tmsb15a; transcript_id NM_030106;  gene_name Tmsb15a;,2006,Tmsb15a
chr17,refGene,transcript,23675445,23677449,.,-,.,gene_id Tnfrsf12a; transcript_id NM_013749;  gene_name Tnfrsf12a;,2004,Tnfrsf12a
chr10,refGene,transcript,81409575,81411579,.,+,.,gene_id Gm16104; transcript_id NR_152732;  gene_name Gm16104;,2004,Gm16104
chr17,refGene,transcript,34644814,34646817,.,+,.,gene_id Fkbpl; transcript_id NM_019873;  gene_name Fkbpl;,2003,Fkbpl
chrX,refGene,transcript,135208686,135210687,.,-,.,gene_id Tceal6; transcript_id NM_025355;  gene_name Tceal6;,2001,Tceal6
chr7,refGene,transcript,45122388,45124389,.,-,.,gene_id Rps11; transcript_id NM_013725;  gene_name Rps11;,2001,Rps11
chr11,refGene,transcript,69876054,69878055,.,-,.,gene_id Tmem95; transcript_id NM_001195710;  gene_name Tmem95;,2001,Tmem95
chr3,refGene,transcript,58652042,58654041,.,+,.,gene_id Gm8234; transcript_id NR_004433;  gene_name Gm8234;,1999,Gm8234
chr17,refGene,transcript,56997339,56999336,.,+,.,gene_id Alkbh7; transcript_id NM_025538;  gene_name Alkbh7;,1997,Alkbh7
chr13,refGene,transcript,86044798,86046795,.,-,.,gene_id Cox7c; transcript_id NM_007749;  gene_name Cox7c;,1997,Cox7c
chr7_GL456219_random,refGene,transcript,93811,95806,.,-,.,gene_id Vmn1r62; transcript_id NM_030741_2;  gene_name Vmn1r62;,1995,Vmn1r62
chr4,refGene,transcript,32800259,32802254,.,+,.,gene_id Lyrm2; transcript_id NM_175364;  gene_name Lyrm2;,1995,Lyrm2
chr3,refGene,transcript,19693401,19695396,.,-,.,gene_id Crh; transcript_id NM_205769;  gene_name Crh;,1995,Crh
chr15,refGene,transcript,79670868,79672862,.,+,.,gene_id Tomm22; transcript_id NM_172609;  gene_name Tomm22;,1994,Tomm22
chr4,refGene,transcript,42754525,42756518,.,-,.,gene_id Ccl19; transcript_id NM_011888;  gene_name Ccl19;,1993,Ccl19
chr13,refGene,transcript,26768172,26770165,.,-,.,gene_id Hdgfl1; transcript_id NM_008232;  gene_name Hdgfl1;,1993,Hdgfl1
chr5,refGene,transcript,90786101,90788093,.,+,.,gene_id Cxcl3; transcript_id NM_203320;  gene_name Cxcl3;,1992,Cxcl3
chr19,refGene,transcript,43675178,43677170,.,+,.,gene_id BC037704; transcript_id NR_045645;  gene_name BC037704;,1992,BC037704
chr6,refGene,transcript,29471437,29473429,.,+,.,gene_id Atp6v1fnb; transcript_id NM_001145360;  gene_name Atp6v1fnb;,1992,Atp6v1fnb
chr13,refGene,transcript,99410836,99412826,.,-,.,gene_id 6430562O15Rik; transcript_id NR_015515;  gene_name 6430562O15Rik;,1990,6430562O15Rik
chr7,refGene,transcript,33942997,33944985,.,-,.,gene_id Scgb2b26; transcript_id NM_178308;  gene_name Scgb2b26;,1988,Scgb2b26
chr3,refGene,transcript,90526849,90528835,.,+,.,gene_id S100a14; transcript_id NM_001163526;  gene_name S100a14;,1986,S100a14
chr17,refGene,transcript,23917458,23919441,.,+,.,gene_id Dcpp3; transcript_id NM_001077633;  gene_name Dcpp3;,1983,Dcpp3
chr9,refGene,transcript,106463960,106465940,.,-,.,gene_id Gpr62; transcript_id NM_001159652;  gene_name Gpr62;,1980,Gpr62
chr2,refGene,transcript,14720642,14722622,.,+,.,gene_id Gm13315; transcript_id NR_028497;  gene_name Gm13315;,1980,Gm13315
chr8,refGene,transcript,19293361,19295339,.,+,.,gene_id Defb3; transcript_id NM_013756;  gene_name Defb3;,1978,Defb3
chr10,refGene,transcript,128624529,128626506,.,-,.,gene_id Rps26; transcript_id NM_013765;  gene_name Rps26;,1977,Rps26
chr17,refGene,transcript,23880876,23882853,.,+,.,gene_id Dcpp1; transcript_id NM_019910;  gene_name Dcpp1;,1977,Dcpp1
chr2,refGene,transcript,104122769,104124746,.,+,.,gene_id A930018P22Rik; transcript_id NM_026634;  gene_name A930018P22Rik;,1977,A930018P22Rik
chr16,refGene,transcript,4229229,4231205,.,+,.,gene_id Gm5766; transcript_id NR_003628;  gene_name Gm5766;,1976,Gm5766
chr8,refGene,transcript,94433127,94435103,.,-,.,gene_id 9330175E14Rik; transcript_id NR_015514;  gene_name 9330175E14Rik;,1976,9330175E14Rik
chr7,refGene,transcript,33364343,33366319,.,-,.,gene_id Scgb2b20; transcript_id NM_001009952;  gene_name Scgb2b20;,1976,Scgb2b20
chr7,refGene,transcript,33278366,33280341,.,-,.,gene_id Scgb2b19; transcript_id NM_001199336;  gene_name Scgb2b19;,1975,Scgb2b19
chr7,refGene,transcript,31703779,31705754,.,-,.,gene_id Scgb2b7; transcript_id NM_001198871;  gene_name Scgb2b7;,1975,Scgb2b7
chr19,refGene,transcript,4057473,4059447,.,-,.,gene_id Gstp3; transcript_id NM_144869;  gene_name Gstp3;,1974,Gstp3
chr19,refGene,transcript,8927382,8929356,.,-,.,gene_id Rom1; transcript_id NM_009073;  gene_name Rom1;,1974,Rom1
chr3,refGene,transcript,88056523,88058495,.,-,.,gene_id Naxe; transcript_id NM_144897;  gene_name Naxe;,1972,Naxe
chr3,refGene,transcript,92436809,92438779,.,-,.,gene_id Sprr1b; transcript_id NM_009265;  gene_name Sprr1b;,1970,Sprr1b
chr7,refGene,transcript,32827683,32829653,.,-,.,gene_id Scgb2b17; transcript_id NM_001281524;  gene_name Scgb2b17;,1970,Scgb2b17
chr7,refGene,transcript,33054582,33056552,.,-,.,gene_id Scgb2b15; transcript_id NM_001281523;  gene_name Scgb2b15;,1970,Scgb2b15
chr7,refGene,transcript,33171892,33173861,.,-,.,gene_id Scgb2b18; transcript_id NM_001310621;  gene_name Scgb2b18;,1969,Scgb2b18
chr7,refGene,transcript,32209173,32211142,.,-,.,gene_id Scgb2b11; transcript_id NM_001310657;  gene_name Scgb2b11;,1969,Scgb2b11
chr19,refGene,transcript,32389216,32391184,.,+,.,gene_id 2700046G09Rik; transcript_id NR_033198;  gene_name 2700046G09Rik;,1968,2700046G09Rik
chr7,refGene,transcript,131542963,131544931,.,+,.,gene_id Hmx3; transcript_id NM_008257;  gene_name Hmx3;,1968,Hmx3
chr2,refGene,transcript,130580620,130582588,.,-,.,gene_id Avp; transcript_id NM_009732;  gene_name Avp;,1968,Avp
chr7,refGene,transcript,33518488,33520455,.,-,.,gene_id Scgb2b21; transcript_id NM_001310615;  gene_name Scgb2b21;,1967,Scgb2b21
chr9,refGene,transcript,38580244,38582211,.,+,.,gene_id Olfr912; transcript_id NM_146810;  gene_name Olfr912;,1967,Olfr912
chr3,refGene,transcript,107036162,107038129,.,+,.,gene_id Kcna3; transcript_id NM_008418;  gene_name Kcna3;,1967,Kcna3
chr4,refGene,transcript,35152055,35154019,.,+,.,gene_id Ifnk; transcript_id NM_199157;  gene_name Ifnk;,1964,Ifnk
chr14,refGene,transcript,27000362,27002325,.,+,.,gene_id Hesx1; transcript_id NM_010420;  gene_name Hesx1;,1963,Hesx1
chr7,refGene,transcript,140906021,140907983,.,+,.,gene_id BC024386; transcript_id NR_015583;  gene_name BC024386;,1962,BC024386
chr5,refGene,transcript,25516067,25518027,.,+,.,gene_id Cct8l1; transcript_id NM_198621;  gene_name Cct8l1;,1960,Cct8l1
chrX,refGene,transcript,4196576,4198535,.,+,.,gene_id Btbd35f28; transcript_id NM_001085543;  gene_name Btbd35f28;,1959,Btbd35f28
chrX,refGene,transcript,3750926,3752885,.,-,.,gene_id Btbd35f18; transcript_id NM_001085545;  gene_name Btbd35f18;,1959,Btbd35f18
chrX,refGene,transcript,3955043,3957002,.,-,.,gene_id Btbd35f16; transcript_id NM_001243011;  gene_name Btbd35f16;,1959,Btbd35f16
chrX,refGene,transcript,4370636,4372595,.,+,.,gene_id Btbd35f17; transcript_id NM_001085554;  gene_name Btbd35f17;,1959,Btbd35f17
chr7,refGene,transcript,32325286,32327245,.,-,.,gene_id Scgb2b12; transcript_id NM_001281508;  gene_name Scgb2b12;,1959,Scgb2b12
chrX,refGene,transcript,5669067,5671026,.,+,.,gene_id Btbd35f7; transcript_id NM_001085523;  gene_name Btbd35f7;,1959,Btbd35f7
chrX,refGene,transcript,33575387,33577346,.,-,.,gene_id Btbd35f15; transcript_id NM_001243015;  gene_name Btbd35f15;,1959,Btbd35f15
chrX,refGene,transcript,4289286,4291245,.,-,.,gene_id Btbd35f20; transcript_id NM_001085553;  gene_name Btbd35f20;,1959,Btbd35f20
chrX,refGene,transcript,3441731,3443690,.,-,.,gene_id Btbd35f11; transcript_id NM_001085551;  gene_name Btbd35f11;,1959,Btbd35f11
chr11,refGene,transcript,69759886,69761844,.,-,.,gene_id Slc35g3; transcript_id NM_019871;  gene_name Slc35g3;,1958,Slc35g3
chr8,refGene,transcript,36993575,36995533,.,+,.,gene_id AI429214; transcript_id NM_001039220;  gene_name AI429214;,1958,AI429214
chr17,refGene,transcript,27563769,27565727,.,-,.,gene_id AI413582; transcript_id NM_001002895;  gene_name AI413582;,1958,AI413582
chr11,refGene,transcript,69664213,69666170,.,-,.,gene_id Cd68; transcript_id NR_110993;  gene_name Cd68;,1957,Cd68
chrY,refGene,transcript,12688110,12690067,.,+,.,gene_id Gm21379; transcript_id NM_001293057;  gene_name Gm21379;,1957,Gm21379
chrY,refGene,transcript,12688110,12690067,.,+,.,gene_id Rbm31y; transcript_id NM_028970;  gene_name Rbm31y;,1957,Rbm31y
chr8,refGene,transcript,105708289,105710245,.,+,.,gene_id 4933405L10Rik; transcript_id NM_027655;  gene_name 4933405L10Rik;,1956,4933405L10Rik
chr6,refGene,transcript,124808661,124810616,.,+,.,gene_id Spsb2; transcript_id NM_001306051;  gene_name Spsb2;,1955,Spsb2
chrX,refGene,transcript,4515589,4517543,.,+,.,gene_id Gm5925; transcript_id NR_040410;  gene_name Gm5925;,1954,Gm5925
chrX,refGene,transcript,34159630,34161584,.,-,.,gene_id Btbd35f4; transcript_id NM_001099643;  gene_name Btbd35f4;,1954,Btbd35f4
chrX,refGene,transcript,3441736,3443690,.,-,.,gene_id Btbd35f10; transcript_id NM_001085552;  gene_name Btbd35f10;,1954,Btbd35f10
chrX,refGene,transcript,32560055,32562009,.,+,.,gene_id Btbd35f1; transcript_id NM_027955;  gene_name Btbd35f1;,1954,Btbd35f1
chrX,refGene,transcript,3441736,3443690,.,-,.,gene_id Btbd35f3; transcript_id NM_001243001;  gene_name Btbd35f3;,1954,Btbd35f3
chr10,refGene,transcript,99757705,99759658,.,-,.,gene_id Csl; transcript_id NM_027945;  gene_name Csl;,1953,Csl
chr10,refGene,transcript,78425670,78427622,.,+,.,gene_id Cstb; transcript_id NM_007793;  gene_name Cstb;,1952,Cstb
chrX,refGene,transcript,33313338,33315288,.,+,.,gene_id Btbd35f12; transcript_id NM_001099333;  gene_name Btbd35f12;,1950,Btbd35f12
chrX,refGene,transcript,32973897,32975846,.,+,.,gene_id Btbd35f5; transcript_id NM_001168337;  gene_name Btbd35f5;,1949,Btbd35f5
chr9,refGene,transcript,121914356,121916305,.,-,.,gene_id Cyp8b1; transcript_id NM_010012;  gene_name Cyp8b1;,1949,Cyp8b1
chrX,refGene,transcript,32560055,32562004,.,+,.,gene_id Btbd35f2; transcript_id NM_001168334_2;  gene_name Btbd35f2;,1949,Btbd35f2
chr3,refGene,transcript,32365489,32367438,.,+,.,gene_id 4930429B21Rik; transcript_id NR_027966;  gene_name 4930429B21Rik;,1949,4930429B21Rik
chr17,refGene,transcript,34589806,34591754,.,+,.,gene_id Gpsm3; transcript_id NM_134116;  gene_name Gpsm3;,1948,Gpsm3
chr5,refGene,transcript,123480153,123482101,.,-,.,gene_id Il31; transcript_id NM_029594;  gene_name Il31;,1948,Il31
chrX,refGene,transcript,22461596,22463543,.,+,.,gene_id Ppp1r2-ps7; transcript_id NR_033731;  gene_name Ppp1r2-ps7;,1947,ps7
chr8,refGene,transcript,58698849,58700796,.,-,.,gene_id Gm15881; transcript_id NM_001177534;  gene_name Gm15881;,1947,Gm15881
chr9,refGene,transcript,38537882,38539829,.,+,.,gene_id Olfr910; transcript_id NM_146811;  gene_name Olfr910;,1947,Olfr910
chrX,refGene,transcript,153832293,153834240,.,+,.,gene_id Spin2c; transcript_id NM_001005370;  gene_name Spin2c;,1947,Spin2c
chr4,refGene,transcript,128261044,128262990,.,+,.,gene_id Hmgb4os; transcript_id NR_130980;  gene_name Hmgb4os;,1946,Hmgb4os
chr5,refGene,transcript,123863570,123865516,.,-,.,gene_id Hcar2; transcript_id NM_030701;  gene_name Hcar2;,1946,Hcar2
chr19,refGene,transcript,8772522,8774467,.,-,.,gene_id Tmem179b; transcript_id NM_026325;  gene_name Tmem179b;,1945,Tmem179b
chr2,refGene,transcript,179414936,179416880,.,+,.,gene_id 4930591A17Rik; transcript_id NM_026596;  gene_name 4930591A17Rik;,1944,4930591A17Rik
chr10,refGene,transcript,128296140,128298084,.,-,.,gene_id Il23a; transcript_id NM_031252;  gene_name Il23a;,1944,Il23a
chr7,refGene,transcript,108666418,108668362,.,+,.,gene_id Olfr510; transcript_id NM_146311;  gene_name Olfr510;,1944,Olfr510
chrX,refGene,transcript,33657140,33659082,.,+,.,gene_id Btbd35f13; transcript_id NM_001282034;  gene_name Btbd35f13;,1942,Btbd35f13
chrX,refGene,transcript,4952135,4954077,.,+,.,gene_id Btbd35f27; transcript_id NM_001243024;  gene_name Btbd35f27;,1942,Btbd35f27
chr7,refGene,transcript,45457944,45459886,.,-,.,gene_id Ftl1; transcript_id NM_010240;  gene_name Ftl1;,1942,Ftl1
chr14,refGene,transcript,54875597,54877538,.,-,.,gene_id Ppp1r3e; transcript_id NM_001167908;  gene_name Ppp1r3e;,1941,Ppp1r3e
chr2,refGene,transcript,25620066,25622005,.,-,.,gene_id Tmem141; transcript_id NM_001109993;  gene_name Tmem141;,1939,Tmem141
chr14,refGene,transcript,51918761,51920700,.,+,.,gene_id Tppp2; transcript_id NM_001128634;  gene_name Tppp2;,1939,Tppp2
chr2,refGene,transcript,86890226,86892163,.,-,.,gene_id Olfr1097; transcript_id NM_146843;  gene_name Olfr1097;,1937,Olfr1097
chr19,refGene,transcript,4040288,4042221,.,-,.,gene_id Gstp2; transcript_id NM_181796;  gene_name Gstp2;,1933,Gstp2
chrX,refGene,transcript,3955051,3956984,.,-,.,gene_id Btbd35f26; transcript_id NM_001374723_4;  gene_name Btbd35f26;,1933,Btbd35f26
chr6,refGene,transcript,72438683,72440615,.,+,.,gene_id Particl; transcript_id NR_046011;  gene_name Particl;,1932,Particl
chr4,refGene,transcript,126096653,126098584,.,+,.,gene_id Lsm10; transcript_id NM_001163266;  gene_name Lsm10;,1931,Lsm10
chr17,refGene,transcript,25717172,25719102,.,+,.,gene_id Gng13; transcript_id NM_022422;  gene_name Gng13;,1930,Gng13
chr11,refGene,transcript,62602877,62604806,.,+,.,gene_id 2410006H16Rik; transcript_id NR_030738;  gene_name 2410006H16Rik;,1929,2410006H16Rik
chr2,refGene,transcript,25456843,25458772,.,+,.,gene_id Clic3; transcript_id NM_027085;  gene_name Clic3;,1929,Clic3
chr3,refGene,transcript,65527485,65529414,.,-,.,gene_id 4931440P22Rik; transcript_id NR_027955;  gene_name 4931440P22Rik;,1929,4931440P22Rik
chr3,refGene,transcript,92483954,92485881,.,-,.,gene_id Sprr1a; transcript_id NM_009264;  gene_name Sprr1a;,1927,Sprr1a
chr1,refGene,transcript,192854928,192856855,.,+,.,gene_id Gm15867; transcript_id NR_131748;  gene_name Gm15867;,1927,Gm15867
chrX,refGene,transcript,10415301,10417228,.,-,.,gene_id 4933416E14Rik; transcript_id NR_163147;  gene_name 4933416E14Rik;,1927,4933416E14Rik
chr11,refGene,transcript,89300638,89302559,.,-,.,gene_id Nog; transcript_id NM_008711;  gene_name Nog;,1921,Nog
chr12,refGene,transcript,99626053,99627974,.,-,.,gene_id 1700064M15Rik; transcript_id NR_045288;  gene_name 1700064M15Rik;,1921,1700064M15Rik
chrX,refGene,transcript,32726137,32728057,.,+,.,gene_id Btbd35f21; transcript_id NM_001270669;  gene_name Btbd35f21;,1920,Btbd35f21
chrX,refGene,transcript,33954675,33956593,.,-,.,gene_id Btbd35f6; transcript_id NM_001374720;  gene_name Btbd35f6;,1918,Btbd35f6
chr16,refGene,transcript,4939111,4941028,.,+,.,gene_id Nudt16l1; transcript_id NM_001316715;  gene_name Nudt16l1;,1917,Nudt16l1
chr4,refGene,transcript,117126813,117128730,.,+,.,gene_id Tctex1d4; transcript_id NM_175030;  gene_name Tctex1d4;,1917,Tctex1d4
chr3,refGene,transcript,28805508,28807424,.,+,.,gene_id Rpl22l1; transcript_id NM_026517;  gene_name Rpl22l1;,1916,Rpl22l1
chr11,refGene,transcript,101246334,101248250,.,+,.,gene_id Ramp2; transcript_id NM_019444;  gene_name Ramp2;,1916,Ramp2
chr17,refGene,transcript,23673608,23675524,.,+,.,gene_id Hcfc1r1; transcript_id NM_181821;  gene_name Hcfc1r1;,1916,Hcfc1r1
chr18,refGene,transcript,52693679,52695593,.,+,.,gene_id Gykl1; transcript_id NM_010293;  gene_name Gykl1;,1914,Gykl1
chr16,refGene,transcript,17913114,17915027,.,-,.,gene_id Gsc2; transcript_id NM_029469;  gene_name Gsc2;,1913,Gsc2
chr8,refGene,transcript,84043067,84044979,.,-,.,gene_id Rln3; transcript_id NM_173184;  gene_name Rln3;,1912,Rln3
chr15,refGene,transcript,62217541,62219451,.,-,.,gene_id H2afy3; transcript_id NR_003523;  gene_name H2afy3;,1910,H2afy3
chr1,refGene,transcript,172698056,172699966,.,+,.,gene_id Crp; transcript_id NM_007768;  gene_name Crp;,1910,Crp
chr14,refGene,transcript,56811989,56813899,.,+,.,gene_id 2410022M11Rik; transcript_id NR_152252;  gene_name 2410022M11Rik;,1910,2410022M11Rik
chr7,refGene,transcript,104127913,104129823,.,-,.,gene_id Ubqln5; transcript_id NM_027634;  gene_name Ubqln5;,1910,Ubqln5
chr2,refGene,transcript,168152603,168154513,.,-,.,gene_id E130018N17Rik; transcript_id NR_040327;  gene_name E130018N17Rik;,1910,E130018N17Rik
chr10,refGene,transcript,34126067,34127972,.,-,.,gene_id Calhm6; transcript_id NM_175449;  gene_name Calhm6;,1905,Calhm6
chr10,refGene,transcript,79886312,79888216,.,+,.,gene_id Elane; transcript_id NM_015779;  gene_name Elane;,1904,Elane
chr15,refGene,transcript,81190853,81192757,.,+,.,gene_id 4930483J18Rik; transcript_id NR_015603;  gene_name 4930483J18Rik;,1904,4930483J18Rik
chrX,refGene,transcript,3076920,3078823,.,+,.,gene_id Btbd35f23; transcript_id NM_001270667;  gene_name Btbd35f23;,1903,Btbd35f23
chr18,refGene,transcript,36920305,36922207,.,+,.,gene_id Gm6756; transcript_id NR_076393;  gene_name Gm6756;,1902,Gm6756
chr1,refGene,transcript,36691487,36693388,.,+,.,gene_id Cox5b; transcript_id NM_009942;  gene_name Cox5b;,1901,Cox5b
chr11,refGene,transcript,115912017,115913917,.,+,.,gene_id Smim6; transcript_id NM_001162998;  gene_name Smim6;,1900,Smim6
chr6,refGene,transcript,83068325,83070225,.,-,.,gene_id Tlx2; transcript_id NM_009392;  gene_name Tlx2;,1900,Tlx2
chr16,refGene,transcript,17833119,17835019,.,+,.,gene_id B830017H08Rik; transcript_id NR_027959;  gene_name B830017H08Rik;,1900,B830017H08Rik
chrX,refGene,transcript,134684562,134686462,.,-,.,gene_id B230119M05Rik; transcript_id NR_045454;  gene_name B230119M05Rik;,1900,B230119M05Rik
chr16,refGene,transcript,31427876,31429776,.,-,.,gene_id Gm15743; transcript_id NR_152205;  gene_name Gm15743;,1900,Gm15743
chrX,refGene,transcript,19479420,19481319,.,-,.,gene_id Tex13c3; transcript_id NM_207524;  gene_name Tex13c3;,1899,Tex13c3
chr7,refGene,transcript,28864386,28866284,.,+,.,gene_id Lgals7; transcript_id NM_008496;  gene_name Lgals7;,1898,Lgals7
chr11,refGene,transcript,69816566,69818463,.,-,.,gene_id Spem2; transcript_id NM_175368;  gene_name Spem2;,1897,Spem2
chr1,refGene,transcript,175920329,175922225,.,+,.,gene_id Becn2; transcript_id NM_001290692;  gene_name Becn2;,1896,Becn2
chr5,refGene,transcript,97455130,97457023,.,-,.,gene_id Gk2; transcript_id NM_010294;  gene_name Gk2;,1893,Gk2
chr6,refGene,transcript,58905233,58907126,.,-,.,gene_id Nap1l5; transcript_id NM_021432;  gene_name Nap1l5;,1893,Nap1l5
chrX,refGene,transcript,136707982,136709873,.,+,.,gene_id Tceal1; transcript_id NM_146236;  gene_name Tceal1;,1891,Tceal1
chr14,refGene,transcript,36094965,36096855,.,+,.,gene_id 4930474N05Rik; transcript_id NM_175008;  gene_name 4930474N05Rik;,1890,4930474N05Rik
chr16,refGene,transcript,17146967,17148857,.,+,.,gene_id Ydjc; transcript_id NM_026940;  gene_name Ydjc;,1890,Ydjc
chr16,refGene,transcript,48872608,48874498,.,+,.,gene_id Retnlg; transcript_id NM_181596;  gene_name Retnlg;,1890,Retnlg
chr8,refGene,transcript,104639839,104641728,.,-,.,gene_id Ciao2b; transcript_id NM_026753;  gene_name Ciao2b;,1889,Ciao2b
chr5,refGene,transcript,36794867,36796754,.,-,.,gene_id Mrfap1; transcript_id NM_026242;  gene_name Mrfap1;,1887,Mrfap1
chrX,refGene,transcript,45090904,45092790,.,+,.,gene_id Prr32; transcript_id NM_026841;  gene_name Prr32;,1886,Prr32
chr10,refGene,transcript,76078617,76080502,.,+,.,gene_id Gm16222; transcript_id NR_152793;  gene_name Gm16222;,1885,Gm16222
chr6,refGene,transcript,124739184,124741069,.,-,.,gene_id Grcc10; transcript_id NM_013535;  gene_name Grcc10;,1885,Grcc10
chr10,refGene,transcript,128209910,128211794,.,-,.,gene_id Spryd4; transcript_id NM_025716;  gene_name Spryd4;,1884,Spryd4
chr4,refGene,transcript,151089570,151091449,.,+,.,gene_id Gm13090; transcript_id NM_001308446;  gene_name Gm13090;,1879,Gm13090
chr5,refGene,transcript,106321340,106323219,.,+,.,gene_id Gm32921; transcript_id NR_136913;  gene_name Gm32921;,1879,Gm32921
chr5,refGene,transcript,140563189,140565067,.,-,.,gene_id Grifin; transcript_id NM_030022;  gene_name Grifin;,1878,Grifin
chr6,refGene,transcript,83086365,83088243,.,+,.,gene_id Lbx2; transcript_id NM_010692;  gene_name Lbx2;,1878,Lbx2
chr11,refGene,transcript,69340769,69342647,.,+,.,gene_id Rnf227; transcript_id NR_027827;  gene_name Rnf227;,1878,Rnf227
chr19,refGene,transcript,8888883,8890759,.,+,.,gene_id 1810009A15Rik; transcript_id NR_104416;  gene_name 1810009A15Rik;,1876,1810009A15Rik
chr11,refGene,transcript,82035577,82037452,.,+,.,gene_id Ccl2; transcript_id NM_011333;  gene_name Ccl2;,1875,Ccl2
chr10,refGene,transcript,107492849,107494723,.,-,.,gene_id Myf6; transcript_id NM_008657;  gene_name Myf6;,1874,Myf6
chr4,refGene,transcript,126148003,126149874,.,+,.,gene_id Eva1b; transcript_id NM_172145;  gene_name Eva1b;,1871,Eva1b
chr8,refGene,transcript,106009616,106011486,.,-,.,gene_id Ddx28; transcript_id NM_028038;  gene_name Ddx28;,1870,Ddx28
chr5,refGene,transcript,90891245,90893115,.,+,.,gene_id Cxcl1; transcript_id NM_008176;  gene_name Cxcl1;,1870,Cxcl1
